id	label	description	synonyms	node_url	is_root	parent_url
FBbt:00005786	Malpighian tubule	Epithelial tube with excretory and osmoregulatory roles connected, via a ureter, to the alimentary canal at the junction of the hindgut and midgut. At mid-embryogenesis, there are 6 to 10 cells encircling the lumen, whereas later on, after a phase of tubule elongation, only 2 cells encircle the lumen. There are two pairs of Malpighian tubules: one pair arises from the dorsal part of the hindgut and lies at the anterior end of the abdomen; the other pair arises from the ventral part of the hindgut and lies at the posterior end of the abdomen. Each pair shares a common ureter. The anterior pair is longer than the posterior pair.	renal tubule	http://purl.obolibrary.org/obo/FBbt_00005786	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005786/hierarchicalParents
FBbt:00005634	embryonic Malpighian tubule	Malpighian tubule of the embryo. By mid-embryogenesis when cell division ceases, a phase of tubule elongation starts, and the number of cells surrounding the lumen decreases from 6 to 10 to only 2.		http://purl.obolibrary.org/obo/FBbt_00005634	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005634/hierarchicalParents
FBbt:00005718	embryonic/larval excretory system	Excretory system of the embryo and larva.	larval excretory system	http://purl.obolibrary.org/obo/FBbt_00005718	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005718/hierarchicalParents
FBbt:00001897	embryonic/larval posterior Malpighian tubule	Malpighian tubule lying in a posterior orientation (Wessing and Eichelberg, 1978).	larval posterior Malpighian tubule	http://purl.obolibrary.org/obo/FBbt_00001897	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001897/hierarchicalParents
FBbt:00005787	posterior Malpighian tubule	Posterior Malpighian tubule that extends from the midgut hindgut border. It is formed from the ventral part of the hindgut. There is a pair of these that are connected to a common ureter that is on the midgut/hindgut border. The posterior tubules extend towards the tail of the embryo, with each tubule positioned on opposite sides within the body cavity. At the end of embryogenesis, the distal ends switch sides by crossing over the posterior region of the hindgut. In the mature tubules, the tip cell of the posterior tubules makes contact with the a9 abdominal visceral nerve. The posterior tubule pair is shorter than the posterior one.		http://purl.obolibrary.org/obo/FBbt_00005787	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005787/hierarchicalParents
FBbt:00005635	embryonic posterior Malpighian tubule	Posterior Malpighian tubule of the embryo.		http://purl.obolibrary.org/obo/FBbt_00005635	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005635/hierarchicalParents
FBbt:00000560	metathoracic ventral acute muscle 1	The only ventral acute muscle of the embryonic/larval mesothorax.	T3 VA1	http://purl.obolibrary.org/obo/FBbt_00000560	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000560/hierarchicalParents
FBbt:00001898	embryonic/larval anterior Malpighian tubule	Malpighian tubule attached to the right hand side of the alimentary canal and lying in an anterior orientation (Wessing and Eichelberg, 1978).	larval anterior Malpighian tubule	http://purl.obolibrary.org/obo/FBbt_00001898	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001898/hierarchicalParents
FBbt:00005788	anterior Malpighian tubule	Anterior Malpighian tubule that extends from the midgut hindgut border. It is formed from the dorsal part of the hindgut. There is a pair of these that are connected to a common ureter that is on the midgut/hindgut border. The anterior tubules extend forward towards the head, with each tubule on opposite sides within the body cavity. The tubules bend back on themselves so the apex of the bend -the elbow or kink region- extends forward, leading the anterior tubules towards the head. Towards the end of embryogenesis, the kink region dips ventrally while the distal tips extend to retain their dorsal position. In the mature tubules, the tip cell of the anterior tubules makes contact with alary muscles of the heart. The anterior tubule pair is longer than the posterior one.		http://purl.obolibrary.org/obo/FBbt_00005788	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005788/hierarchicalParents
FBbt:00005636	embryonic anterior Malpighian tubule	Anterior Malpighian tubule of the embryo.		http://purl.obolibrary.org/obo/FBbt_00005636	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005636/hierarchicalParents
FBbt:00000567	metathoracic lateral oblique muscle	Any lateral oblique muscle 1 (FBbt:00000468) that is part of some larval metathoracic segment (FBbt:00001745).		http://purl.obolibrary.org/obo/FBbt_00000567	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000567/hierarchicalParents
FBbt:00000566	metathoracic dorsal oblique muscle 4	Fourth dorsal-most oblique muscle of the embryonic/larval metathoracic segment.	T3 peo2	http://purl.obolibrary.org/obo/FBbt_00000566	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000566/hierarchicalParents
FBbt:00001892	embryonic/larval rectum	Posterior-most portion of the embryonic/larval alimentary canal, terminating in the anus.		http://purl.obolibrary.org/obo/FBbt_00001892	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001892/hierarchicalParents
FBbt:00005756	rectum	Posterior-most portion of the alimentary canal, terminating in the anus.		http://purl.obolibrary.org/obo/FBbt_00005756	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005756/hierarchicalParents
FBbt:00000565	metathoracic dorsal oblique muscle 3	Third dorsal-most oblique muscle of the embryonic/larval metathoracic segment.	T3 deo1	http://purl.obolibrary.org/obo/FBbt_00000565	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000565/hierarchicalParents
FBbt:00001894	embryonic/larval anal pad	Organ consisting of paired symmetrical plates composed of large cuboidal cells, covered in a thin cuticle, and located ventrally on the last segment of the embryo/larva surrounding the anus.		http://purl.obolibrary.org/obo/FBbt_00001894	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001894/hierarchicalParents
FBbt:00005748	embryonic anal pad	Anal pad of the embryo.		http://purl.obolibrary.org/obo/FBbt_00005748	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005748/hierarchicalParents
FBbt:00000564	metathoracic dorsal oblique muscle 2	Second dorsal-most oblique muscle of the embryonic/larval metathoracic segment.	T3 deo2	http://purl.obolibrary.org/obo/FBbt_00000564	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000564/hierarchicalParents
FBbt:00000569	metathoracic ventral oblique muscle	Any ventral oblique muscle (FBbt:00000469) that is part of some larval metathoracic segment (FBbt:00001745).	T3 VO	http://purl.obolibrary.org/obo/FBbt_00000569	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000569/hierarchicalParents
FBbt:00000568	metathoracic lateral oblique muscle 1	The only lateral oblique muscle of the embryonic/larval metathoracic segment.	T3 peo1	http://purl.obolibrary.org/obo/FBbt_00000568	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000568/hierarchicalParents
FBbt:00001899	embryonic/larval Malpighian tubule segment	Malpighian tubule segment of the embryo/larva.	larval Malpighian tubule segment	http://purl.obolibrary.org/obo/FBbt_00001899	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001899/hierarchicalParents
FBbt:00005789	Malpighian tubule segment	Segment of the Malpighian tubule. Each tubule can be divided into 4 distinct segments based on differences in appearance, cell structure and function: initial, transitional, main and ureter, from distal to proximal, respectively. The initial segment is involved in calcium homeostasis and excretion, the transitional and upper part of the main segment are secretory, whereas the lower part of the main segment is reabsorptive. Type I cells are found throughout the 4 segments, but Type II cells are absent from the lower part of the main segment and the ureter.		http://purl.obolibrary.org/obo/FBbt_00005789	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005789/hierarchicalParents
FBbt:00000570	metathoracic ventral oblique muscle 1	Dorsal-most ventral oblique muscle of the embryonic/larval metathoracic segment.	T3 VO1	http://purl.obolibrary.org/obo/FBbt_00000570	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000570/hierarchicalParents
FBbt:00000574	metathoracic transverse muscle	Any transverse muscle (FBbt:00000470) that is part of some larval metathoracic segment (FBbt:00001745).		http://purl.obolibrary.org/obo/FBbt_00000574	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000574/hierarchicalParents
FBbt:00000573	metathoracic segment border muscle	Any segment border muscle (FBbt:00000483) that is part of some larval metathoracic segment (FBbt:00001745).	T2 SBM	http://purl.obolibrary.org/obo/FBbt_00000573	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000573/hierarchicalParents
FBbt:00000572	metathoracic ventral oblique muscle 3	Third dorsal-most ventral oblique muscle of the embryonic/larval metathoracic segment.		http://purl.obolibrary.org/obo/FBbt_00000572	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000572/hierarchicalParents
FBbt:00000571	metathoracic ventral oblique muscle 2	Second dorsal-most ventral oblique muscle of the embryonic/larval metathoracic segment.	T3 vio2	http://purl.obolibrary.org/obo/FBbt_00000571	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000571/hierarchicalParents
FBbt:00000578	metathoracic lateral transverse muscle 3	The third anterior-most lateral transverse muscle of the embryonic/larval metathoracic segment.	metathoracic pleural external transverse muscle	http://purl.obolibrary.org/obo/FBbt_00000578	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000578/hierarchicalParents
FBbt:00000575	metathoracic lateral transverse muscle	Any lateral transverse muscle (FBbt:00000472) that is part of some larval metathoracic segment (FBbt:00001745).	T3 LT	http://purl.obolibrary.org/obo/FBbt_00000575	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000575/hierarchicalParents
FBbt:00000577	metathoracic lateral transverse muscle 2	The second anterior-most lateral transverse muscle of the embryonic/larval metathoracic segment.	metathoracic pleural external transverse muscle	http://purl.obolibrary.org/obo/FBbt_00000577	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000577/hierarchicalParents
FBbt:00000576	metathoracic lateral transverse muscle 1	Anterior-most lateral transverse muscle of the embryonic/larval metathoracic segment.	metathoracic pleural external transverse muscle	http://purl.obolibrary.org/obo/FBbt_00000576	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000576/hierarchicalParents
FBbt:00000579	metathoracic lateral transverse muscle 4	The most posterior lateral transverse muscle of the embryonic/larval metathoracic segment.	metathoracic pleural external transverse muscle	http://purl.obolibrary.org/obo/FBbt_00000579	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000579/hierarchicalParents
FBbt:00000581	metathoracic lateral longitudinal muscle	Any lateral longitudinal muscle 1 (FBbt:00000481) that is part of some larval metathoracic segment (FBbt:00001745).		http://purl.obolibrary.org/obo/FBbt_00000581	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000581/hierarchicalParents
FBbt:00000580	metathoracic longitudinal muscle	Any longitudinal muscle (FBbt:00000480) that is part of some larval metathoracic segment (FBbt:00001745).		http://purl.obolibrary.org/obo/FBbt_00000580	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000580/hierarchicalParents
FBbt:00003082	superficial trachea	Tracheal branch of the adult abdomen that arises directly from the spiracular trachea or from the lateral trunks near the spiracular junction. There is generally one dorsal and one ventral superficial trachea in each spiracle-bearing segment.		http://purl.obolibrary.org/obo/FBbt_00003082	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00003082/hierarchicalParents
FBbt:00000583	metathoracic ventral longitudinal muscle	Any ventral longitudinal muscle (FBbt:00000482) that is part of some larval metathoracic segment (FBbt:00001745).	T3 VL	http://purl.obolibrary.org/obo/FBbt_00000583	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000583/hierarchicalParents
FBbt:00110996	dorsal superficial trachea 3	Any dorsal superficial trachea (FBbt:00003083) that is part of some tracheal metamere 3 (FBbt:00005028).		http://purl.obolibrary.org/obo/FBbt_00110996	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110996/hierarchicalParents
FBbt:00003083	dorsal superficial trachea	Dorsal branch of the superficial trachea in the adult abdomen. There is generally one dorsal superficial trachea in each spiracle-bearing segment.		http://purl.obolibrary.org/obo/FBbt_00003083	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00003083/hierarchicalParents
FBbt:00005028	tracheal metamere 3	The tracheal system of abdominal segment 1.	Tr3	http://purl.obolibrary.org/obo/FBbt_00005028	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005028/hierarchicalParents
FBbt:00110993	dopaminergic PAM neuron 4	A mushroom body medial lobe arborizing neuron 8 (MB-M8) of the dopaminergic PAM cluster that projects bilaterally to the beta lobe slice 2. Dendritic arborizations are found in the superior intermediate and lateral protocerebrum. There are between 8-19 neurons of this type per hemisphere.	PAM-beta2	http://purl.obolibrary.org/obo/FBbt_00110993	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110993/hierarchicalParents
FBbt:00110992	mushroom body medial lobe arborizing neuron 8	A neuron, which is part of a cluster of approximately 15 per brain hemisphere, whose cell body is found in the inferior neuropils in the dopaminergic PAM cluster. Its axon projects bilaterally to the beta lobe slices 1 or 2, both in the surface and core regions.	MB-M8	http://purl.obolibrary.org/obo/FBbt_00110992	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110992/hierarchicalParents
FBbt:00110994	dopaminergic PAM neuron 10	A mushroom body medial lobe arborizing neuron 8 (MB-M8) of the dopaminergic PAM cluster that projects bilaterally to the surface and core layers of the beta lobe slice 1. Dendritic arborizations are found in the superior intermediate and lateral protocerebrum. There are between 4-6 neurons of this type per hemisphere.	PAM-10	http://purl.obolibrary.org/obo/FBbt_00110994	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110994/hierarchicalParents
FBbt:00100262	mushroom body beta lobe surface layer	Surface layer of the mushroom body beta lobe.	mushroom body beta lobe surface stratum	http://purl.obolibrary.org/obo/FBbt_00100262	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100262/hierarchicalParents
FBbt:00100263	mushroom body beta lobe core layer	Inner-most layer of the mushroom body beta lobe.	beta-c	http://purl.obolibrary.org/obo/FBbt_00100263	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100263/hierarchicalParents
FBbt:00000582	metathoracic lateral longitudinal muscle 1	The only lateral longitudinal muscle of the embryonic/larval metathoracic segment.	T3 pl1	http://purl.obolibrary.org/obo/FBbt_00000582	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000582/hierarchicalParents
FBbt:00000587	metathoracic ventral longitudinal muscle 4	The ventral-most (fourth dorsal-most) ventral longitudinal muscle of the embryonic/larval metathoracic segment.	T3 VL4	http://purl.obolibrary.org/obo/FBbt_00000587	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000587/hierarchicalParents
FBbt:00110990	adult olfactory receptor neuron Ir40a	Ipsilateral olfactory receptor neuron that expresses the Ionotropic receptor (Ir) 40a (FBgn0259683) and the co-receptor Ir25a (FBgn0031634). It innervates the antennal lobe glomeruli VP1 and VP4. Its dendrite transduces signals from the basiconic and blunt-tipped sensillum of chamber I and II of the sacculus.	Ir40a	http://purl.obolibrary.org/obo/FBbt_00110990	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110990/hierarchicalParents
FBbt:00110865	antennal lobe glomerulus VP4	Ventro-posterior glomerulus of the adult antennal lobe. It lies dorsoposterior to glomerulus VP3, ventral to glomeruli DP1l.	antennal glomerulus VP4	http://purl.obolibrary.org/obo/FBbt_00110865	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110865/hierarchicalParents
FBbt:00004183	blunt-tipped sensillum of sacculus	Coeloconic sensillum of chamber II of the sacculus of the antenna. The sensilla are blunt-tipped with a smooth cuticular surface and have a pore-like structure at their distal end. They are innervated by three sensory cells, which include water- and thermo-sensitive neurons. There are 6 sensilla of this type (Shanbhag et al., 1995).	no-pore sensilla coeloconica	http://purl.obolibrary.org/obo/FBbt_00004183	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004183/hierarchicalParents
FBbt:00004184	basiconic sensillum of sacculus	Sensillum of chamber I of the sacculus of the antenna. The sensilla are devoid of pores, have no socket at the base and gradually taper at the distal end. The sensilla have an irregularly sculpted external surface at their distal end. They are innervated by two or three sensory cells. There are 5-7 of these sensilla; two of these contain both water- and thermo-sensitive neurons, the remaining are water-sensitive (Shanbhag et al., 1995).	np-SB	http://purl.obolibrary.org/obo/FBbt_00004184	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004184/hierarchicalParents
FBbt:00000586	metathoracic ventral longitudinal muscle 3	The third dorsal-most ventral longitudinal muscle of the embryonic/larval metathoracic segment.	T3 VL3	http://purl.obolibrary.org/obo/FBbt_00000586	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000586/hierarchicalParents
FBbt:00110999	ventral superficial trachea 5	Any ventral superficial trachea (FBbt:00110995) that is part of some tracheal metamere 5 (FBbt:00005030).		http://purl.obolibrary.org/obo/FBbt_00110999	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110999/hierarchicalParents
FBbt:00005030	tracheal metamere 5	The tracheal system of abdominal segment 3.	Tr5	http://purl.obolibrary.org/obo/FBbt_00005030	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005030/hierarchicalParents
FBbt:00110997	ventral superficial trachea 3	Any ventral superficial trachea (FBbt:00110995) that is part of some tracheal metamere 3 (FBbt:00005028).		http://purl.obolibrary.org/obo/FBbt_00110997	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110997/hierarchicalParents
FBbt:00110998	ventral superficial trachea 4	Any ventral superficial trachea (FBbt:00110995) that is part of some tracheal metamere 4 (FBbt:00005029).		http://purl.obolibrary.org/obo/FBbt_00110998	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110998/hierarchicalParents
FBbt:00005029	tracheal metamere 4	The tracheal system of abdominal segment 2.	Tr4	http://purl.obolibrary.org/obo/FBbt_00005029	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005029/hierarchicalParents
GO:0009593	detection of chemical stimulus	The series of events in which a chemical stimulus is received by a cell and converted into a molecular signal.	detection of chemical substance	http://purl.obolibrary.org/obo/GO_0009593	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FGO_0009593/hierarchicalParents
FBbt:00110973	larval serotonergic T1-1 neuron	Larval serotonergic T1 neuron whose cell body is located close to the ventral midline in the first thoracic segment. It branches next to the cell body, with the contralateral branch densely innervating the ventral and lateral regions of the prothoracic neuromere. The ipsilateral branch splits again, with one branch extending to the dorsal border and the other to the midline, sparsely innervating the contralateral side.		http://purl.obolibrary.org/obo/FBbt_00110973	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110973/hierarchicalParents
FBbt:00110971	serotonergic T1-1 neuron	Serotonergic T1 neuron located in the first thoracic ganglion of the larva, and ventromedial and posterior in the prothoracic neuromere of the adult (Valles and White, 1988). It sparsely innervates the contralateral hemisphere.		http://purl.obolibrary.org/obo/FBbt_00110971	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110971/hierarchicalParents
FBbt:00110974	larval serotonergic T1-2 neuron	Larval serotonergic T1 neuron whose cell body is located close to the ventral midline in the first thoracic segment. It bifurcates into an ipsi- and contralateral branch. The former splits again and innervates the ipsilateral hemineuromere completely from ventral to dorsal. The contralateral branch arborizes less extensively in the ventromedial region.		http://purl.obolibrary.org/obo/FBbt_00110974	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110974/hierarchicalParents
FBbt:00110972	serotonergic T1-2 neuron	Serotonergic T1 neuron located in the first thoracic ganglion of the larva, and ventromedial and posterior in the prothoracic neuromere of the adult (Valles and White, 1988). It extensively arborizes the ipsilateral neuromere.		http://purl.obolibrary.org/obo/FBbt_00110972	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110972/hierarchicalParents
FBbt:00110968	serotonergic T1 neuron	Serotonergic neuron located in the first thoracic ganglion of the larva, and ventromedial and posterior in the prothoracic neuromere of the adult (Valles and White, 1988). There are three cell bodies in this cluster.		http://purl.obolibrary.org/obo/FBbt_00110968	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110968/hierarchicalParents
FBbt:00110970	adult serotonergic T1 neuron	Adult serotonergic T1 neuron whose cell body is located in ventromedial and posterior in the prothoracic segment.		http://purl.obolibrary.org/obo/FBbt_00110970	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110970/hierarchicalParents
FBbt:00110979	larval mushroom body anterior paired lateral cell	Intrinsic GABAergic neuron of the larval mushroom body whose large cell body is located ventromedially. It extends one primary process dorsally that bifurcates at the level of the pedunculus, sending one secondary process to innervate the calyx and another one to the lobes. The calyx process branches into fine processes that terminates in boutons. The lobe secondary process runs along the lower pedunculus and terminates in fine branches in the terminal regions of the medial lobe, the proximal region of the vertical lobe and an area connecting the lower pedunculus and vertical lobe. Pre-synaptic terminals are mainly found in the calyx, whereas dendrites are observed in the lobes.	larval APL	http://purl.obolibrary.org/obo/FBbt_00110979	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110979/hierarchicalParents
FBbt:00110977	serotonergic abdominal lateral neuron	Serotonergic neuron whose cell body is located laterally in one of two clusters either side of the ventral midline in the larval abdominal segments A1 to A7 or adult abdominal neuromere.		http://purl.obolibrary.org/obo/FBbt_00110977	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110977/hierarchicalParents
FBbt:00110978	antennal mechanosensory and motor center D1 projection neuron	Projection neuron whose cell body is located in the posterior brain, close to the superior posterior slope. It projects ipsilaterally to the posterior side of AMMC zone D, branching to form postsynaptic terminals in zones B, C, D and E. It then passes through the posterior side of the gnathal ganglion, extending into the dorsolateral region of the thoracico-abdominal ganglion.	AMMC-D1 PN	http://purl.obolibrary.org/obo/FBbt_00110978	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110978/hierarchicalParents
FBbt:00100212	cell body rind of posterior slope	Region of the adult brain cell body rind that overlies the posterior slope.	cortex of posterior slope	http://purl.obolibrary.org/obo/FBbt_00100212	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100212/hierarchicalParents
FBbt:00110976	serotonergic abdominal medial neuron	Serotonergic neuron whose cell body is located medially in one of two clusters either side of the ventral midline in the larval abdominal segments A1 to A7 or adult abdominal neuromere.		http://purl.obolibrary.org/obo/FBbt_00110976	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110976/hierarchicalParents
FBbt:00110984	dopaminergic T1 neuron	Dopaminergic neuron whose cell body is located in a medial position near the esophageal foramen. It innervates the tritocerebrum, projecting to the protocerebral bridge.	T1	http://purl.obolibrary.org/obo/FBbt_00110984	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110984/hierarchicalParents
